Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.7970         -910.739     -916.043        5.304   330.9
3.7980         -910.763     -916.039        5.277   329.2
3.7990         -910.786     -916.040        5.254   327.8
3.8000         -910.808     -916.045        5.237   326.7
3.8010         -910.829     -916.054        5.225   326.0
3.8020         -910.850     -916.068        5.219   325.6
3.8030         -910.870     -916.087        5.217   325.5
3.8040         -910.891     -916.109        5.219   325.6
3.8050         -910.911     -916.134        5.223   325.9
3.8060         -910.932     -916.161        5.229   326.3
3.8070         -910.953     -916.190        5.236   326.7
3.8080         -910.975     -916.217        5.243   327.1
3.8090         -910.997     -916.245        5.248   327.4
3.8100         -911.019     -916.270        5.251   327.6
3.8110         -911.041     -916.293        5.253   327.7
3.8120         -911.063     -916.315        5.252   327.7
3.8130         -911.085     -916.335        5.249   327.5
3.8140         -911.107     -916.353        5.246   327.3
3.8150         -911.129     -916.371        5.243   327.1
3.8160         -911.151     -916.391        5.240   326.9
3.8170         -911.172     -916.412        5.240   326.9
3.8180         -911.194     -916.436        5.242   327.1
3.8190         -911.216     -916.464        5.249   327.5
3.8200         -911.238     -916.497        5.259   328.1
3.8210         -911.261     -916.534        5.274   329.0
3.8220         -911.284     -916.576        5.292   330.1
3.8230         -911.309     -916.621        5.312   331.4
3.8240         -911.334     -916.667        5.333   332.7
3.8250         -911.361     -916.713        5.352   333.9
3.8260         -911.388     -916.756        5.367   334.9
3.8270         -911.417     -916.792        5.376   335.4
3.8280         -911.445     -916.820        5.375   335.4
3.8290         -911.473     -916.836        5.363   334.6
3.8300         -911.500     -916.839        5.338   333.0
3.8310         -911.526     -916.826        5.300   330.6
3.8320         -911.550     -916.798        5.248   327.5
3.8330         -911.571     -916.756        5.186   323.5
3.8340         -911.588     -916.702        5.114   319.0
3.8350         -911.602     -916.638        5.036   314.2
3.8360         -911.611     -916.567        4.956   309.2
3.8370         -911.617     -916.495        4.877   304.3
3.8380         -911.619     -916.424        4.805   299.8
3.8390         -911.618     -916.360        4.742   295.8
3.8400         -911.613     -916.306        4.692   292.8
3.8410         -911.607     -916.266        4.659   290.7
3.8420         -911.599     -916.242        4.643   289.7
3.8430         -911.591     -916.237        4.646   289.9
3.8440         -911.583     -916.250        4.668   291.2
3.8450         -911.576     -916.283        4.706   293.6
3.8460         -911.572     -916.332        4.760   297.0
3.8470         -911.571     -916.396        4.825   301.0
3.8480         -911.574     -916.472        4.898   305.6
3.8490         -911.580     -916.554        4.975   310.4
3.8500         -911.589     -916.640        5.051   315.1
3.8510         -911.603     -916.724        5.121   319.5
3.8520         -911.620     -916.803        5.183   323.4
3.8530         -911.640     -916.872        5.232   326.4
3.8540         -911.662     -916.927        5.265   328.5
3.8550         -911.685     -916.966        5.281   329.5
3.8560         -911.709     -916.988        5.279   329.4
3.8570         -911.732     -916.991        5.259   328.1
3.8580         -911.754     -916.976        5.222   325.8
3.8590         -911.773     -916.944        5.171   322.6
3.8600         -911.790     -916.898        5.108   318.7
3.8610         -911.804     -916.842        5.039   314.4
3.8620         -911.814     -916.781        4.967   309.9
3.8630         -911.820     -916.720        4.900   305.7
3.8640         -911.824     -916.664        4.841   302.0
3.8650         -911.824     -916.619        4.795   299.1
3.8660         -911.823     -916.589        4.766   297.3
3.8670         -911.821     -916.576        4.756   296.7
3.8680         -911.818     -916.584        4.766   297.4
3.8690         -911.816     -916.613        4.797   299.3
3.8700         -911.817     -916.662        4.846   302.3
3.8710         -911.820     -916.729        4.910   306.3
3.8720         -911.826     -916.811        4.985   311.0
3.8730         -911.837     -916.903        5.066   316.1
3.8740         -911.851     -917.000        5.149   321.2
3.8750         -911.870     -917.098        5.228   326.2
3.8760         -911.892     -917.192        5.299   330.6
3.8770         -911.918     -917.276        5.358   334.3
3.8780         -911.947     -917.347        5.401   337.0
3.8790         -911.977     -917.403        5.427   338.6
3.8800         -912.008     -917.442        5.434   339.0
3.8810         -912.039     -917.462        5.422   338.3
3.8820         -912.069     -917.463        5.394   336.5
3.8830         -912.098     -917.447        5.349   333.7
3.8840         -912.124     -917.415        5.291   330.1
3.8850         -912.146     -917.369        5.222   325.8
3.8860         -912.166     -917.312        5.147   321.1
3.8870         -912.181     -917.248        5.067   316.2
3.8880         -912.192     -917.180        4.988   311.2
3.8890         -912.200     -917.112        4.912   306.5
3.8900         -912.203     -917.046        4.842   302.1
3.8910         -912.204     -916.985        4.781   298.3
3.8920         -912.202     -916.933        4.731   295.2
3.8930         -912.197     -916.890        4.693   292.8
3.8940         -912.190     -916.857        4.666   291.1
3.8950         -912.183     -916.835        4.652   290.2
3.8960         -912.175     -916.822        4.647   289.9
3.8970         -912.167     -916.818        4.651   290.2
3.8980         -912.159     -916.820        4.661   290.8
3.8990         -912.152     -916.827        4.675   291.7
3.9000         -912.146     -916.837        4.691   292.7
3.9010         -912.140     -916.847        4.706   293.6
3.9020         -912.136     -916.856        4.720   294.5
3.9030         -912.131     -916.863        4.731   295.2
3.9040         -912.128     -916.867        4.740   295.7
3.9050         -912.124     -916.871        4.746   296.1
3.9060         -912.121     -916.873        4.752   296.5
3.9070         -912.119     -916.878        4.759   296.9
3.9080         -912.116     -916.886        4.770   297.6
3.9090         -912.115     -916.900        4.786   298.6
3.9100         -912.114     -916.924        4.810   300.1
3.9110         -912.115     -916.958        4.844   302.2
3.9120         -912.117     -917.005        4.888   304.9
3.9130         -912.122     -917.064        4.941   308.3
3.9140         -912.130     -917.133        5.003   312.2
3.9150         -912.141     -917.212        5.070   316.3
3.9160         -912.156     -917.294        5.139   320.6
3.9170         -912.174     -917.377        5.204   324.7
3.9180         -912.195     -917.456        5.262   328.3
3.9190         -912.218     -917.526        5.308   331.1
3.9200         -912.244     -917.583        5.339   333.1
3.9210         -912.271     -917.624        5.353   334.0
3.9220         -912.298     -917.646        5.348   333.7
3.9230         -912.325     -917.650        5.325   332.2
3.9240         -912.350     -917.634        5.284   329.7
3.9250         -912.372     -917.599        5.226   326.1
3.9260         -912.392     -917.547        5.155   321.6
3.9270         -912.408     -917.481        5.074   316.5
3.9280         -912.419     -917.404        4.985   311.0
3.9290         -912.426     -917.318        4.892   305.2
3.9300         -912.428     -917.229        4.801   299.5
3.9310         -912.426     -917.140        4.714   294.1
3.9320         -912.420     -917.056        4.636   289.3
3.9330         -912.410     -916.981        4.571   285.2
3.9340         -912.397     -916.919        4.522   282.1
3.9350         -912.382     -916.872        4.490   280.1
3.9360         -912.366     -916.844        4.478   279.4
3.9370         -912.349     -916.835        4.486   279.9
3.9380         -912.334     -916.847        4.513   281.6
3.9390         -912.320     -916.877        4.558   284.4
3.9400         -912.308     -916.926        4.618   288.1
3.9410         -912.300     -916.989        4.688   292.5
3.9420         -912.296     -917.062        4.766   297.4
3.9430         -912.295     -917.141        4.846   302.3
3.9440         -912.299     -917.221        4.922   307.1
3.9450         -912.306     -917.297        4.991   311.4
3.9460         -912.316     -917.364        5.048   314.9
3.9470         -912.329     -917.417        5.088   317.5
3.9480         -912.343     -917.455        5.112   318.9
3.9490         -912.359     -917.475        5.116   319.2
3.9500         -912.374     -917.476        5.102   318.3
3.9510         -912.388     -917.460        5.072   316.4
3.9520         -912.400     -917.429        5.028   313.7
3.9530         -912.410     -917.386        4.975   310.4
3.9540         -912.418     -917.335        4.918   306.8
3.9550         -912.422     -917.283        4.861   303.3
3.9560         -912.423     -917.233        4.810   300.1
3.9570         -912.423     -917.192        4.769   297.5
3.9580         -912.420     -917.162        4.742   295.8
3.9590         -912.416     -917.147        4.730   295.1
3.9600         -912.412     -917.148        4.736   295.5
3.9610         -912.409     -917.166        4.757   296.8
3.9620         -912.407     -917.199        4.792   299.0
3.9630         -912.407     -917.245        4.837   301.8
3.9640         -912.410     -917.298        4.888   305.0
3.9650         -912.415     -917.356        4.941   308.2
