Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5370        -436.9094    -441.1344       4.2250   363.2
0.5380        -436.9483    -441.2796       4.3313   372.3
0.5390        -436.9921    -441.4072       4.4151   379.5
0.5400        -437.0397    -441.5174       4.4776   384.9
0.5410        -437.0901    -441.6108       4.5207   388.6
0.5420        -437.1422    -441.6888       4.5467   390.8
0.5430        -437.1953    -441.7536       4.5583   391.8
0.5440        -437.2487    -441.8078       4.5590   391.9
0.5450        -437.3021    -441.8556       4.5535   391.4
0.5460        -437.3551    -441.9033       4.5481   391.0
0.5470        -437.4080    -441.9589       4.5509   391.2
0.5480        -437.4613    -442.0298       4.5685   392.7
0.5490        -437.5159    -442.1199       4.6041   395.8
0.5500        -437.5726    -442.2289       4.6563   400.3
0.5510        -437.6322    -442.3528       4.7206   405.8
0.5520        -437.6951    -442.4855       4.7904   411.8
0.5530        -437.7615    -442.6198       4.8582   417.6
0.5540        -437.8312    -442.7472       4.9160   422.6
0.5550        -437.9034    -442.8588       4.9554   426.0
0.5560        -437.9771    -442.9459       4.9688   427.1
0.5570        -438.0508    -443.0015       4.9507   425.6
0.5580        -438.1229    -443.0217       4.8988   421.1
0.5590        -438.1918    -443.0059       4.8141   413.8
0.5600        -438.2558    -442.9547       4.6989   403.9
0.5610        -438.3135    -442.8683       4.5548   391.5
0.5620        -438.3634    -442.7477       4.3843   376.9
0.5630        -438.4043    -442.5961       4.1917   360.3
0.5640        -438.4353    -442.4184       3.9831   342.4
0.5650        -438.4556    -442.2216       3.7660   323.7
0.5660        -438.4650    -442.0143       3.5493   305.1
0.5670        -438.4637    -441.8067       3.3429   287.4
0.5680        -438.4526    -441.6097       3.1572   271.4
0.5690        -438.4326    -441.4343       3.0017   258.0
0.5700        -438.4057    -441.2906       2.8849   248.0
0.5710        -438.3738    -441.1875       2.8137   241.9
0.5720        -438.3394    -441.1323       2.7929   240.1
0.5730        -438.3049    -441.1304       2.8255   242.9
0.5740        -438.2732    -441.1852       2.9119   250.3
0.5750        -438.2469    -441.2970       3.0501   262.2
0.5760        -438.2284    -441.4636       3.2352   278.1
0.5770        -438.2201    -441.6796       3.4596   297.4
0.5780        -438.2236    -441.9369       3.7134   319.2
0.5790        -438.2401    -442.2252       3.9850   342.6
0.5800        -438.2704    -442.5326       4.2622   366.4
0.5810        -438.3145    -442.8472       4.5327   389.6
0.5820        -438.3718    -443.1575       4.7857   411.4
0.5830        -438.4413    -443.4536       5.0123   430.9
0.5840        -438.5214    -443.7278       5.2064   447.5
0.5850        -438.6105    -443.9741       5.3635   461.0
0.5860        -438.7068    -444.1883       5.4815   471.2
0.5870        -438.8080    -444.3680       5.5599   477.9
0.5880        -438.9125    -444.5128       5.6003   481.4
0.5890        -439.0183    -444.6240       5.6057   481.9
0.5900        -439.1236    -444.7041       5.5804   479.7
0.5910        -439.2272    -444.7555       5.5283   475.2
0.5920        -439.3278    -444.7802       5.4525   468.7
0.5930        -439.4240    -444.7789       5.3549   460.3
0.5940        -439.5149    -444.7520       5.2371   450.2
0.5950        -439.5996    -444.7002       5.1006   438.4
0.5960        -439.6771    -444.6245       4.9474   425.3
0.5970        -439.7467    -444.5264       4.7797   410.9
0.5980        -439.8077    -444.4074       4.5997   395.4
0.5990        -439.8594    -444.2695       4.4101   379.1
0.6000        -439.9015    -444.1155       4.2140   362.2
0.6010        -439.9337    -443.9489       4.0152   345.1
0.6020        -439.9560    -443.7740       3.8180   328.2
0.6030        -439.9685    -443.5955       3.6270   311.8
0.6040        -439.9717    -443.4184       3.4467   296.3
0.6050        -439.9661    -443.2471       3.2810   282.0
0.6060        -439.9526    -443.0851       3.1325   269.3
0.6070        -439.9321    -442.9344       3.0023   258.1
0.6080        -439.9054    -442.7955       2.8901   248.4
0.6090        -439.8734    -442.6678       2.7944   240.2
0.6100        -439.8370    -442.5502       2.7132   233.2
0.6110        -439.7967    -442.4417       2.6450   227.4
0.6120        -439.7533    -442.3417       2.5884   222.5
0.6130        -439.7073    -442.2496       2.5424   218.5
0.6140        -439.6591    -442.1649       2.5059   215.4
0.6150        -439.6093    -442.0873       2.4780   213.0
0.6160        -439.5582    -442.0161       2.4579   211.3
0.6170        -439.5064    -441.9513       2.4449   210.2
0.6180        -439.4539    -441.8924       2.4384   209.6
0.6190        -439.4013    -441.8394       2.4381   209.6
0.6200        -439.3489    -441.7926       2.4437   210.1
0.6210        -439.2967    -441.7522       2.4555   211.1
0.6220        -439.2453    -441.7190       2.4736   212.6
0.6230        -439.1950    -441.6936       2.4987   214.8
0.6240        -439.1461    -441.6772       2.5312   217.6
0.6250        -439.0989    -441.6709       2.5720   221.1
0.6260        -439.0539    -441.6759       2.6220   225.4
0.6270        -439.0117    -441.6938       2.6821   230.5
0.6280        -438.9726    -441.7261       2.7534   236.7
0.6290        -438.9374    -441.7745       2.8371   243.9
0.6300        -438.9067    -441.8405       2.9339   252.2
0.6310        -438.8810    -441.9247       3.0437   261.6
0.6320        -438.8611    -442.0270       3.1660   272.1
0.6330        -438.8475    -442.1461       3.2986   283.5
0.6340        -438.8407    -442.2793       3.4386   295.6
0.6350        -438.8410    -442.4229       3.5819   307.9
0.6360        -438.8485    -442.5735       3.7250   320.2
0.6370        -438.8630    -442.7289       3.8659   332.3
0.6380        -438.8846    -442.8901       4.0055   344.3
0.6390        -438.9132    -443.0579       4.1447   356.3
0.6400        -438.9487    -443.2281       4.2795   367.9
0.6410        -438.9907    -443.3900       4.3992   378.2
0.6420        -439.0382    -443.5286       4.4904   386.0
0.6430        -439.0894    -443.6307       4.5413   390.4
0.6440        -439.1423    -443.6870       4.5447   390.7
0.6450        -439.1942    -443.6925       4.4982   386.7
0.6460        -439.2430    -443.6464       4.4034   378.5
0.6470        -439.2860    -443.5507       4.2646   366.6
0.6480        -439.3213    -443.4092       4.0879   351.4
0.6490        -439.3472    -443.2275       3.8804   333.6
0.6500        -439.3621    -443.0117       3.6495   313.7
0.6510        -439.3652    -442.7684       3.4032   292.5
0.6520        -439.3558    -442.5049       3.1491   270.7
0.6530        -439.3336    -442.2282       2.8946   248.8
0.6540        -439.2988    -441.9461       2.6473   227.6
0.6550        -439.2519    -441.6658       2.4139   207.5
0.6560        -439.1938    -441.3949       2.2011   189.2
0.6570        -439.1255    -441.1404       2.0150   173.2
0.6580        -439.0485    -440.9094       1.8610   160.0
0.6590        -438.9645    -440.7084       1.7440   149.9
0.6600        -438.8755    -440.5435       1.6680   143.4
0.6610        -438.7836    -440.4198       1.6362   140.6
0.6620        -438.6909    -440.3415       1.6506   141.9
0.6630        -438.6001    -440.3115       1.7115   147.1
0.6640        -438.5130    -440.3306       1.8176   156.2
0.6650        -438.4322    -440.3980       1.9657   169.0
0.6660        -438.3596    -440.5105       2.1509   184.9
0.6670        -438.2969    -440.6633       2.3664   203.4
0.6680        -438.2454    -440.8502       2.6048   223.9
0.6690        -438.2061    -441.0640       2.8578   245.7
0.6700        -438.1797    -441.2973       3.1176   268.0
0.6710        -438.1663    -441.5429       3.3765   290.2
0.6720        -438.1658    -441.7937       3.6280   311.9
0.6730        -438.1775    -442.0436       3.8661   332.3
0.6740        -438.2008    -442.2869       4.0861   351.2
0.6750        -438.2347    -442.5190       4.2844   368.3
0.6760        -438.2780    -442.7361       4.4582   383.2
0.6770        -438.3294    -442.9353       4.6059   395.9
0.6780        -438.3878    -443.1146       4.7269   406.3
0.6790        -438.4516    -443.2729       4.8213   414.4
0.6800        -438.5196    -443.4100       4.8903   420.4
0.6810        -438.5906    -443.5262       4.9356   424.3
0.6820        -438.6635    -443.6226       4.9591   426.3
0.6830        -438.7371    -443.7002       4.9631   426.6
0.6840        -438.8106    -443.7604       4.9499   425.5
0.6850        -438.8830    -443.8044       4.9213   423.0
0.6860        -438.9538    -443.8330       4.8792   419.4
0.6870        -439.0222    -443.8472       4.8250   414.8
0.6880        -439.0877    -443.8477       4.7600   409.2
0.6890        -439.1497    -443.8354       4.6857   402.8
0.6900        -439.2079    -443.8115       4.6035   395.7
0.6910        -439.2618    -443.7775       4.5157   388.2
0.6920        -439.3113    -443.7358       4.4245   380.3
0.6930        -439.3562    -443.6889       4.3327   372.4
0.6940        -439.3965    -443.6394       4.2429   364.7
0.6950        -439.4324    -443.5895       4.1571   357.3
0.6960        -439.4641    -443.5403       4.0761   350.4
0.6970        -439.4919    -443.4920       4.0001   343.8
0.6980        -439.5160    -443.4442       3.9282   337.7
0.6990        -439.5365    -443.3958       3.8594   331.8
0.7000        -439.5536    -443.3462       3.7926   326.0
0.7010        -439.5674    -443.2940       3.7266   320.3
0.7020        -439.5779    -443.2378       3.6599   314.6
0.7030        -439.5850    -443.1749       3.5898   308.6
0.7040        -439.5885    -443.1020       3.5135   302.0
0.7050        -439.5881    -443.0163       3.4282   294.7
0.7060        -439.5831    -442.9158       3.3327   286.5
0.7070        -439.5732    -442.8003       3.2271   277.4
0.7080        -439.5577    -442.6706       3.1128   267.6
0.7090        -439.5365    -442.5287       2.9922   257.2
0.7100        -439.5091    -442.3773       2.8682   246.6
0.7110        -439.4755    -442.2198       2.7442   235.9
0.7120        -439.4358    -442.0598       2.6240   225.6
0.7130        -439.3902    -441.9018       2.5116   215.9
0.7140        -439.3392    -441.7509       2.4116   207.3
0.7150        -439.2835    -441.6124       2.3288   200.2
0.7160        -439.2242    -441.4923       2.2682   195.0
0.7170        -439.1623    -441.3967       2.2345   192.1
0.7180        -439.0993    -441.3315       2.2322   191.9
0.7190        -439.0369    -441.3022       2.2653   194.7
0.7200        -438.9769    -441.3132       2.3363   200.8
0.7210        -438.9213    -441.3679       2.4466   210.3
0.7220        -438.8719    -441.4676       2.5956   223.1
0.7230        -438.8308    -441.6118       2.7810   239.0
0.7240        -438.7996    -441.7977       2.9981   257.7
0.7250        -438.7798    -442.0204       3.2406   278.6
0.7260        -438.7724    -442.2729       3.5005   300.9
0.7270        -438.7784    -442.5468       3.7684   323.9
0.7280        -438.7977    -442.8316       4.0339   346.8
0.7290        -438.8300    -443.1160       4.2860   368.4
0.7300        -438.8745    -443.3879       4.5135   388.0
0.7310        -438.9297    -443.6358       4.7061   404.5
0.7320        -438.9937    -443.8503       4.8566   417.5
0.7330        -439.0643    -444.0270       4.9627   426.6
0.7340        -439.1394    -444.1661       5.0267   432.1
0.7350        -439.2169    -444.2694       5.0526   434.3
0.7360        -439.2950    -444.3381       5.0431   433.5
0.7370        -439.3719    -444.3712       4.9993   429.7
0.7380        -439.4459    -444.3666       4.9207   423.0
0.7390        -439.5153    -444.3206       4.8053   413.1
0.7400        -439.5782    -444.2286       4.6505   399.8
0.7410        -439.6325    -444.0880       4.4555   383.0
0.7420        -439.6762    -443.8993       4.2231   363.0
0.7430        -439.7077    -443.6670       3.9593   340.3
0.7440        -439.7255    -443.3976       3.6722   315.7
0.7450        -439.7286    -443.1003       3.3718   289.8
0.7460        -439.7166    -442.7860       3.0694   263.8
0.7470        -439.6896    -442.4667       2.7771   238.7
0.7480        -439.6484    -442.1546       2.5062   215.4
0.7490        -439.5942    -441.8608       2.2666   194.8
0.7500        -439.5288    -441.5950       2.0662   177.6
0.7510        -439.4543    -441.3652       1.9108   164.3
0.7520        -439.3730    -441.1773       1.8042   155.1
0.7530        -439.2874    -441.0355       1.7480   150.3
0.7540        -439.2000    -440.9420       1.7419   149.7
0.7550        -439.1133    -440.8966       1.7833   153.3
0.7560        -439.0295    -440.8972       1.8677   160.5
0.7570        -438.9507    -440.9388       1.9882   170.9
0.7580        -438.8784    -441.0148       2.1364   183.6
0.7590        -438.8141    -441.1166       2.3026   197.9
0.7600        -438.7582    -441.2344       2.4763   212.9
0.7610        -438.7110    -441.3580       2.6471   227.5
0.7620        -438.6721    -441.4772       2.8051   241.1
0.7630        -438.6407    -441.5827       2.9420   252.9
0.7640        -438.6156    -441.6666       3.0510   262.3
0.7650        -438.5953    -441.7232       3.1279   268.9
0.7660        -438.5782    -441.7498       3.1716   272.6
0.7670        -438.5626    -441.7467       3.1841   273.7
0.7680        -438.5472    -441.7179       3.1707   272.6
0.7690        -438.5306    -441.6700       3.1394   269.9
0.7700        -438.5122    -441.6120       3.0998   266.5
0.7710        -438.4919    -441.5540       3.0621   263.2
0.7720        -438.4699    -441.5061       3.0362   261.0
0.7730        -438.4470    -441.4772       3.0303   260.5
0.7740        -438.4243    -441.4746       3.0503   262.2
